Age,Sex,FirstName,LastName,HeightInches,WeightPounds,WakeupTime,SleepTime
27,Female,Linda,Garcia,77,206,13,25
63,Male,David,Miller,79,203,10,20
82,Female,Patricia,Johnson,95,132,14,27
18,Male,Joseph,Williams,72,258,11,20
63,Female,Mary,Williams,76,119,6,24
66,Male,Robert,Brown,91,292,13,24
66,Male,Robert,Brown,91,292,12,26
63,Male,David,Miller,79,203,7,21
66,Male,Robert,Brown,91,292,11,28
18,Male,Sarah,Johnson,92,289,12,24
71,Female,Daniel,Brown,89,226,6,26
82,Female,Patricia,Johnson,95,132,13,24
18,Male,Sarah,Johnson,92,289,7,25
70,Female,Jessica,Jones,65,193,14,24
80,Female,Charles,Rodriguez,73,221,13,28
18,Male,Sarah,Johnson,92,289,6,25
25,Female,John,Brown,87,152,6,27
28,Female,Michael,Johnson,80,132,10,21
22,Female,James,Garcia,91,233,8,22
82,Female,Patricia,Johnson,95,132,12,25
35,Male,Susan,Garcia,66,134,14,21
32,Female,Nancy,Garcia,60,152,10,22
32,Female,Nancy,Garcia,60,152,14,21
35,Male,Susan,Garcia,66,134,13,27
71,Female,Daniel,Brown,89,226,7,25
18,Male,Sarah,Johnson,92,289,7,24
28,Female,Michael,Johnson,80,132,14,20
28,Female,Michael,Johnson,80,132,10,25
32,Female,Nancy,Garcia,60,152,13,23
22,Female,James,Garcia,91,233,13,27
63,Male,David,Miller,79,203,8,20
20,Male,Elizabeth,Rodriguez,86,183,11,28
63,Male,David,Miller,79,203,9,22
71,Female,Daniel,Brown,89,226,14,23
28,Female,Michael,Johnson,80,132,12,22
18,Female,Jennifer,Williams,77,116,9,25
52,Male,Thomas,Miller,88,193,13,21
25,Female,John,Brown,87,152,9,23
70,Female,Jessica,Jones,65,193,5,27
22,Female,James,Garcia,91,233,5,22
32,Female,Nancy,Garcia,60,152,11,24
80,Female,Charles,Rodriguez,73,221,13,26
71,Female,Daniel,Brown,89,226,8,20
70,Female,Jessica,Jones,65,193,10,26
96,Female,Karen,Smith,94,196,13,28
70,Female,Jessica,Jones,65,193,7,24
18,Male,Sarah,Johnson,92,289,14,26
18,Male,Joseph,Williams,72,258,7,24
20,Male,Elizabeth,Rodriguez,86,183,6,20
71,Female,Daniel,Brown,89,226,9,27
66,Male,Robert,Brown,91,292,7,21
52,Male,Thomas,Miller,88,193,13,25
63,Female,Mary,Williams,76,119,8,27
18,Male,Sarah,Johnson,92,289,12,26
35,Male,Susan,Garcia,66,134,13,27
71,Female,Daniel,Brown,89,226,10,21
18,Male,Sarah,Johnson,92,289,7,24
52,Male,Thomas,Miller,88,193,8,22
63,Female,Mary,Williams,76,119,10,24
36,Female,William,Smith,90,121,11,26
18,Male,Sarah,Johnson,92,289,14,25
66,Male,Robert,Brown,91,292,11,21
32,Female,Nancy,Garcia,60,152,5,26
80,Female,Charles,Rodriguez,73,221,12,24
66,Male,Robert,Brown,91,292,12,26
70,Female,Jessica,Jones,65,193,9,26
82,Female,Patricia,Johnson,95,132,6,27
96,Female,Karen,Smith,94,196,14,20
20,Male,Elizabeth,Rodriguez,86,183,7,22
66,Male,Robert,Brown,91,292,8,20
63,Male,David,Miller,79,203,6,21
36,Female,William,Smith,90,121,8,27
18,Female,Jennifer,Williams,77,116,8,23
36,Female,William,Smith,90,121,11,24
28,Female,Michael,Johnson,80,132,11,26
63,Female,Mary,Williams,76,119,11,28
63,Female,Mary,Williams,76,119,12,24
27,Female,Linda,Garcia,77,206,10,25
18,Male,Joseph,Williams,72,258,6,27
18,Female,Jennifer,Williams,77,116,12,21
52,Male,Thomas,Miller,88,193,9,27
35,Male,Susan,Garcia,66,134,9,26
96,Female,Karen,Smith,94,196,5,22
71,Female,Daniel,Brown,89,226,13,25
18,Male,Joseph,Williams,72,258,8,20
70,Female,Jessica,Jones,65,193,13,20
27,Female,Linda,Garcia,77,206,7,25
96,Female,Karen,Smith,94,196,7,21
63,Female,Mary,Williams,76,119,5,21
35,Male,Susan,Garcia,66,134,13,27
35,Male,Susan,Garcia,66,134,8,21
18,Male,Joseph,Williams,72,258,6,20
66,Male,Robert,Brown,91,292,9,22
80,Female,Charles,Rodriguez,73,221,11,25
20,Male,Elizabeth,Rodriguez,86,183,6,23
22,Female,James,Garcia,91,233,8,26
63,Male,David,Miller,79,203,6,28
82,Female,Patricia,Johnson,95,132,13,28
66,Male,Robert,Brown,91,292,5,27
18,Male,Sarah,Johnson,92,289,12,20
32,Female,Nancy,Garcia,60,152,13,21
18,Female,Jennifer,Williams,77,116,6,21
82,Female,Patricia,Johnson,95,132,13,26
66,Male,Robert,Brown,91,292,8,27
28,Female,Michael,Johnson,80,132,8,24
18,Male,Joseph,Williams,72,258,12,26
63,Female,Mary,Williams,76,119,7,24
32,Female,Nancy,Garcia,60,152,14,24
70,Female,Jessica,Jones,65,193,12,20
96,Female,Karen,Smith,94,196,13,25
71,Female,Daniel,Brown,89,226,5,20
18,Male,Sarah,Johnson,92,289,8,27
36,Female,William,Smith,90,121,13,21
18,Male,Joseph,Williams,72,258,10,25
63,Female,Mary,Williams,76,119,6,20
70,Female,Jessica,Jones,65,193,11,24
20,Male,Elizabeth,Rodriguez,86,183,13,25
36,Female,William,Smith,90,121,11,25
20,Male,Elizabeth,Rodriguez,86,183,6,22
96,Female,Karen,Smith,94,196,13,23
18,Male,Joseph,Williams,72,258,5,21
66,Male,Robert,Brown,91,292,14,28
35,Male,Susan,Garcia,66,134,12,21
63,Male,David,Miller,79,203,9,26
63,Male,David,Miller,79,203,9,23
18,Male,Joseph,Williams,72,258,13,20
70,Female,Jessica,Jones,65,193,11,21
80,Female,Charles,Rodriguez,73,221,11,23
35,Male,Susan,Garcia,66,134,8,20
32,Female,Nancy,Garcia,60,152,8,25
71,Female,Daniel,Brown,89,226,10,22
63,Male,David,Miller,79,203,14,28
35,Male,Susan,Garcia,66,134,8,26
96,Female,Karen,Smith,94,196,5,26
22,Female,James,Garcia,91,233,5,26
82,Female,Patricia,Johnson,95,132,11,20
96,Female,Karen,Smith,94,196,5,22
66,Male,Robert,Brown,91,292,12,21
36,Female,William,Smith,90,121,14,20
71,Female,Daniel,Brown,89,226,9,25
22,Female,James,Garcia,91,233,5,21
25,Female,John,Brown,87,152,12,24
27,Female,Linda,Garcia,77,206,9,20
18,Male,Sarah,Johnson,92,289,13,24
70,Female,Jessica,Jones,65,193,12,24
18,Female,Jennifer,Williams,77,116,6,28
35,Male,Susan,Garcia,66,134,9,21
80,Female,Charles,Rodriguez,73,221,11,25
36,Female,William,Smith,90,121,10,28
63,Male,David,Miller,79,203,7,28
63,Male,David,Miller,79,203,10,28
28,Female,Michael,Johnson,80,132,6,25
25,Female,John,Brown,87,152,6,24
18,Male,Sarah,Johnson,92,289,10,21
63,Female,Mary,Williams,76,119,8,26
22,Female,James,Garcia,91,233,14,26
32,Female,Nancy,Garcia,60,152,10,20
22,Female,James,Garcia,91,233,11,21
63,Female,Mary,Williams,76,119,10,20
82,Female,Patricia,Johnson,95,132,14,23
80,Female,Charles,Rodriguez,73,221,10,21
80,Female,Charles,Rodriguez,73,221,9,26
27,Female,Linda,Garcia,77,206,7,27
82,Female,Patricia,Johnson,95,132,8,27
28,Female,Michael,Johnson,80,132,13,25
35,Male,Susan,Garcia,66,134,10,22
71,Female,Daniel,Brown,89,226,6,22
63,Female,Mary,Williams,76,119,12,27
70,Female,Jessica,Jones,65,193,7,27
63,Female,Mary,Williams,76,119,12,22
66,Male,Robert,Brown,91,292,8,22
27,Female,Linda,Garcia,77,206,8,20
28,Female,Michael,Johnson,80,132,8,25
71,Female,Daniel,Brown,89,226,6,21
71,Female,Daniel,Brown,89,226,8,22
82,Female,Patricia,Johnson,95,132,8,21
18,Male,Sarah,Johnson,92,289,14,23
63,Female,Mary,Williams,76,119,10,28
35,Male,Susan,Garcia,66,134,14,25
27,Female,Linda,Garcia,77,206,10,26
28,Female,Michael,Johnson,80,132,13,24
25,Female,John,Brown,87,152,5,26
27,Female,Linda,Garcia,77,206,10,28
20,Male,Elizabeth,Rodriguez,86,183,7,26
36,Female,William,Smith,90,121,10,21
66,Male,Robert,Brown,91,292,5,20
28,Female,Michael,Johnson,80,132,11,25
27,Female,Linda,Garcia,77,206,7,22
82,Female,Patricia,Johnson,95,132,12,27
18,Female,Jennifer,Williams,77,116,12,25
66,Male,Robert,Brown,91,292,13,21
80,Female,Charles,Rodriguez,73,221,13,26
18,Male,Sarah,Johnson,92,289,12,28
35,Male,Susan,Garcia,66,134,10,23
80,Female,Charles,Rodriguez,73,221,13,28
80,Female,Charles,Rodriguez,73,221,5,25
80,Female,Charles,Rodriguez,73,221,12,28
20,Male,Elizabeth,Rodriguez,86,183,7,28
96,Female,Karen,Smith,94,196,14,24
96,Female,Karen,Smith,94,196,13,27
22,Female,James,Garcia,91,233,11,22
63,Female,Mary,Williams,76,119,11,20
22,Female,James,Garcia,91,233,14,22
82,Female,Patricia,Johnson,95,132,5,24
22,Female,James,Garcia,91,233,11,24
63,Female,Mary,Williams,76,119,7,27
18,Male,Joseph,Williams,72,258,10,20
18,Male,Sarah,Johnson,92,289,9,26
32,Female,Nancy,Garcia,60,152,13,22
71,Female,Daniel,Brown,89,226,12,25
18,Female,Jennifer,Williams,77,116,13,24
27,Female,Linda,Garcia,77,206,10,20
96,Female,Karen,Smith,94,196,13,22
63,Female,Mary,Williams,76,119,13,20
52,Male,Thomas,Miller,88,193,6,28
27,Female,Linda,Garcia,77,206,10,23
32,Female,Nancy,Garcia,60,152,11,22
27,Female,Linda,Garcia,77,206,11,26
32,Female,Nancy,Garcia,60,152,11,20
25,Female,John,Brown,87,152,11,21
63,Female,Mary,Williams,76,119,9,21
52,Male,Thomas,Miller,88,193,6,20
18,Male,Joseph,Williams,72,258,10,21
25,Female,John,Brown,87,152,8,25
20,Male,Elizabeth,Rodriguez,86,183,13,26
18,Female,Jennifer,Williams,77,116,11,22
32,Female,Nancy,Garcia,60,152,13,28
52,Male,Thomas,Miller,88,193,7,20
63,Female,Mary,Williams,76,119,14,27
35,Male,Susan,Garcia,66,134,10,25
28,Female,Michael,Johnson,80,132,11,20
52,Male,Thomas,Miller,88,193,10,21
82,Female,Patricia,Johnson,95,132,13,26
25,Female,John,Brown,87,152,13,24
80,Female,Charles,Rodriguez,73,221,10,26
32,Female,Nancy,Garcia,60,152,5,21
71,Female,Daniel,Brown,89,226,10,25
27,Female,Linda,Garcia,77,206,11,24
52,Male,Thomas,Miller,88,193,13,28
52,Male,Thomas,Miller,88,193,6,20
70,Female,Jessica,Jones,65,193,6,23
96,Female,Karen,Smith,94,196,14,22
25,Female,John,Brown,87,152,13,26
25,Female,John,Brown,87,152,8,21
18,Male,Sarah,Johnson,92,289,11,20
25,Female,John,Brown,87,152,5,21
66,Male,Robert,Brown,91,292,10,25
36,Female,William,Smith,90,121,12,24
96,Female,Karen,Smith,94,196,9,24
22,Female,James,Garcia,91,233,7,23
27,Female,Linda,Garcia,77,206,10,24
63,Male,David,Miller,79,203,12,20
27,Female,Linda,Garcia,77,206,11,20
82,Female,Patricia,Johnson,95,132,13,28
18,Male,Joseph,Williams,72,258,14,25
82,Female,Patricia,Johnson,95,132,12,22
28,Female,Michael,Johnson,80,132,11,27
52,Male,Thomas,Miller,88,193,12,24
20,Male,Elizabeth,Rodriguez,86,183,7,26
22,Female,James,Garcia,91,233,8,26
18,Female,Jennifer,Williams,77,116,5,21
20,Male,Elizabeth,Rodriguez,86,183,13,25
35,Male,Susan,Garcia,66,134,13,26
63,Male,David,Miller,79,203,14,21
96,Female,Karen,Smith,94,196,7,27
71,Female,Daniel,Brown,89,226,12,20
82,Female,Patricia,Johnson,95,132,12,20
80,Female,Charles,Rodriguez,73,221,10,26
25,Female,John,Brown,87,152,10,20
70,Female,Jessica,Jones,65,193,5,24
25,Female,John,Brown,87,152,6,25
82,Female,Patricia,Johnson,95,132,6,21
18,Male,Sarah,Johnson,92,289,11,27
52,Male,Thomas,Miller,88,193,6,23
52,Male,Thomas,Miller,88,193,12,26
63,Female,Mary,Williams,76,119,11,20
25,Female,John,Brown,87,152,11,27
25,Female,John,Brown,87,152,9,21
82,Female,Patricia,Johnson,95,132,11,22
96,Female,Karen,Smith,94,196,13,20
25,Female,John,Brown,87,152,10,26
27,Female,Linda,Garcia,77,206,14,20
66,Male,Robert,Brown,91,292,14,21
63,Female,Mary,Williams,76,119,12,27
18,Male,Sarah,Johnson,92,289,7,28
27,Female,Linda,Garcia,77,206,8,20
82,Female,Patricia,Johnson,95,132,11,28
25,Female,John,Brown,87,152,11,28
18,Male,Sarah,Johnson,92,289,8,26
25,Female,John,Brown,87,152,11,20
18,Male,Joseph,Williams,72,258,14,28
63,Male,David,Miller,79,203,6,25
36,Female,William,Smith,90,121,9,26
71,Female,Daniel,Brown,89,226,9,26
70,Female,Jessica,Jones,65,193,10,25
32,Female,Nancy,Garcia,60,152,9,24
32,Female,Nancy,Garcia,60,152,6,20
96,Female,Karen,Smith,94,196,9,23
18,Female,Jennifer,Williams,77,116,9,20
28,Female,Michael,Johnson,80,132,6,27
18,Male,Sarah,Johnson,92,289,5,27
32,Female,Nancy,Garcia,60,152,13,26
18,Female,Jennifer,Williams,77,116,12,28
35,Male,Susan,Garcia,66,134,11,23
52,Male,Thomas,Miller,88,193,12,22
18,Male,Sarah,Johnson,92,289,9,24
66,Male,Robert,Brown,91,292,12,20
71,Female,Daniel,Brown,89,226,6,23
71,Female,Daniel,Brown,89,226,9,26
80,Female,Charles,Rodriguez,73,221,8,20
82,Female,Patricia,Johnson,95,132,5,25
71,Female,Daniel,Brown,89,226,10,28
82,Female,Patricia,Johnson,95,132,7,26
35,Male,Susan,Garcia,66,134,14,24
71,Female,Daniel,Brown,89,226,9,22
27,Female,Linda,Garcia,77,206,6,20
71,Female,Daniel,Brown,89,226,13,27
70,Female,Jessica,Jones,65,193,7,22
36,Female,William,Smith,90,121,9,22
63,Male,David,Miller,79,203,11,26
66,Male,Robert,Brown,91,292,12,24
82,Female,Patricia,Johnson,95,132,11,22
96,Female,Karen,Smith,94,196,13,26
20,Male,Elizabeth,Rodriguez,86,183,7,27
70,Female,Jessica,Jones,65,193,7,21
36,Female,William,Smith,90,121,10,22
70,Female,Jessica,Jones,65,193,9,26
32,Female,Nancy,Garcia,60,152,13,21
18,Male,Joseph,Williams,72,258,8,23
70,Female,Jessica,Jones,65,193,14,25
63,Female,Mary,Williams,76,119,12,22
63,Male,David,Miller,79,203,12,28
18,Male,Sarah,Johnson,92,289,13,28
27,Female,Linda,Garcia,77,206,5,28
63,Male,David,Miller,79,203,12,22
82,Female,Patricia,Johnson,95,132,9,25
52,Male,Thomas,Miller,88,193,14,24
71,Female,Daniel,Brown,89,226,13,20
20,Male,Elizabeth,Rodriguez,86,183,7,20
63,Male,David,Miller,79,203,5,21
52,Male,Thomas,Miller,88,193,12,21
63,Male,David,Miller,79,203,10,23
20,Male,Elizabeth,Rodriguez,86,183,6,23
63,Male,David,Miller,79,203,6,22
28,Female,Michael,Johnson,80,132,10,22
82,Female,Patricia,Johnson,95,132,8,22
20,Male,Elizabeth,Rodriguez,86,183,14,28
71,Female,Daniel,Brown,89,226,8,23
70,Female,Jessica,Jones,65,193,9,24
70,Female,Jessica,Jones,65,193,10,22
27,Female,Linda,Garcia,77,206,9,23
27,Female,Linda,Garcia,77,206,14,24
25,Female,John,Brown,87,152,12,27
18,Female,Jennifer,Williams,77,116,5,23
28,Female,Michael,Johnson,80,132,5,23
66,Male,Robert,Brown,91,292,12,21
70,Female,Jessica,Jones,65,193,9,21
52,Male,Thomas,Miller,88,193,8,26
63,Male,David,Miller,79,203,8,22
18,Female,Jennifer,Williams,77,116,14,27
71,Female,Daniel,Brown,89,226,13,25
35,Male,Susan,Garcia,66,134,9,23
22,Female,James,Garcia,91,233,5,20
18,Male,Joseph,Williams,72,258,8,21
27,Female,Linda,Garcia,77,206,5,28
36,Female,William,Smith,90,121,5,21
82,Female,Patricia,Johnson,95,132,12,25
96,Female,Karen,Smith,94,196,13,27
18,Male,Joseph,Williams,72,258,12,27
96,Female,Karen,Smith,94,196,10,22
63,Male,David,Miller,79,203,13,20
63,Female,Mary,Williams,76,119,8,25
63,Male,David,Miller,79,203,8,21
71,Female,Daniel,Brown,89,226,11,21
96,Female,Karen,Smith,94,196,8,24
63,Female,Mary,Williams,76,119,8,26
18,Male,Sarah,Johnson,92,289,13,27
96,Female,Karen,Smith,94,196,13,21
52,Male,Thomas,Miller,88,193,9,22
27,Female,Linda,Garcia,77,206,6,23
52,Male,Thomas,Miller,88,193,14,27
35,Male,Susan,Garcia,66,134,9,26
28,Female,Michael,Johnson,80,132,13,22
36,Female,William,Smith,90,121,8,22
32,Female,Nancy,Garcia,60,152,12,21
28,Female,Michael,Johnson,80,132,10,22
36,Female,William,Smith,90,121,14,22
82,Female,Patricia,Johnson,95,132,11,22
18,Male,Sarah,Johnson,92,289,7,21
18,Male,Joseph,Williams,72,258,11,25
20,Male,Elizabeth,Rodriguez,86,183,5,28
36,Female,William,Smith,90,121,8,25
82,Female,Patricia,Johnson,95,132,7,20
80,Female,Charles,Rodriguez,73,221,13,21
80,Female,Charles,Rodriguez,73,221,6,26
35,Male,Susan,Garcia,66,134,6,27
28,Female,Michael,Johnson,80,132,11,25
35,Male,Susan,Garcia,66,134,5,23
22,Female,James,Garcia,91,233,9,27
32,Female,Nancy,Garcia,60,152,8,22
32,Female,Nancy,Garcia,60,152,5,26
63,Male,David,Miller,79,203,7,27
18,Female,Jennifer,Williams,77,116,5,22
36,Female,William,Smith,90,121,5,24
63,Male,David,Miller,79,203,9,21
82,Female,Patricia,Johnson,95,132,8,24
71,Female,Daniel,Brown,89,226,7,25
70,Female,Jessica,Jones,65,193,14,27
63,Female,Mary,Williams,76,119,7,22
18,Female,Jennifer,Williams,77,116,9,24
82,Female,Patricia,Johnson,95,132,6,20
63,Female,Mary,Williams,76,119,14,25
32,Female,Nancy,Garcia,60,152,6,27
35,Male,Susan,Garcia,66,134,13,26
36,Female,William,Smith,90,121,11,24
71,Female,Daniel,Brown,89,226,10,28
66,Male,Robert,Brown,91,292,6,24
71,Female,Daniel,Brown,89,226,8,28
80,Female,Charles,Rodriguez,73,221,10,20
20,Male,Elizabeth,Rodriguez,86,183,10,21
22,Female,James,Garcia,91,233,6,27
63,Female,Mary,Williams,76,119,7,26
32,Female,Nancy,Garcia,60,152,11,23
66,Male,Robert,Brown,91,292,8,25
70,Female,Jessica,Jones,65,193,9,27
52,Male,Thomas,Miller,88,193,6,20
18,Male,Sarah,Johnson,92,289,11,23
82,Female,Patricia,Johnson,95,132,8,22
36,Female,William,Smith,90,121,12,25
27,Female,Linda,Garcia,77,206,12,24
18,Male,Sarah,Johnson,92,289,11,20
63,Female,Mary,Williams,76,119,14,26
35,Male,Susan,Garcia,66,134,6,22
36,Female,William,Smith,90,121,6,23
18,Male,Joseph,Williams,72,258,7,28
66,Male,Robert,Brown,91,292,10,23
18,Female,Jennifer,Williams,77,116,8,28
22,Female,James,Garcia,91,233,5,25
28,Female,Michael,Johnson,80,132,14,22
28,Female,Michael,Johnson,80,132,12,20
18,Male,Joseph,Williams,72,258,12,27
66,Male,Robert,Brown,91,292,9,22
63,Female,Mary,Williams,76,119,6,25
71,Female,Daniel,Brown,89,226,6,20
52,Male,Thomas,Miller,88,193,7,25
71,Female,Daniel,Brown,89,226,6,21
70,Female,Jessica,Jones,65,193,7,24
32,Female,Nancy,Garcia,60,152,10,23
35,Male,Susan,Garcia,66,134,12,24
18,Female,Jennifer,Williams,77,116,14,24
27,Female,Linda,Garcia,77,206,11,20
96,Female,Karen,Smith,94,196,8,23
80,Female,Charles,Rodriguez,73,221,12,21
28,Female,Michael,Johnson,80,132,7,23
20,Male,Elizabeth,Rodriguez,86,183,8,27
66,Male,Robert,Brown,91,292,8,28
18,Male,Joseph,Williams,72,258,9,21
71,Female,Daniel,Brown,89,226,7,25
32,Female,Nancy,Garcia,60,152,9,20
96,Female,Karen,Smith,94,196,12,22
28,Female,Michael,Johnson,80,132,5,22
25,Female,John,Brown,87,152,12,25
70,Female,Jessica,Jones,65,193,7,21
36,Female,William,Smith,90,121,12,23
63,Male,David,Miller,79,203,8,25
25,Female,John,Brown,87,152,13,24
63,Female,Mary,Williams,76,119,9,28
52,Male,Thomas,Miller,88,193,9,26
18,Female,Jennifer,Williams,77,116,13,21
71,Female,Daniel,Brown,89,226,12,23
80,Female,Charles,Rodriguez,73,221,9,21
18,Male,Joseph,Williams,72,258,10,26
36,Female,William,Smith,90,121,12,22
66,Male,Robert,Brown,91,292,10,28
18,Male,Joseph,Williams,72,258,13,28
82,Female,Patricia,Johnson,95,132,13,25
18,Male,Joseph,Williams,72,258,13,20
52,Male,Thomas,Miller,88,193,14,27
96,Female,Karen,Smith,94,196,11,22
66,Male,Robert,Brown,91,292,6,21
18,Male,Sarah,Johnson,92,289,12,24
36,Female,William,Smith,90,121,6,23
52,Male,Thomas,Miller,88,193,13,23
28,Female,Michael,Johnson,80,132,7,27
22,Female,James,Garcia,91,233,10,23
80,Female,Charles,Rodriguez,73,221,13,28
18,Male,Sarah,Johnson,92,289,14,25
18,Female,Jennifer,Williams,77,116,7,24
66,Male,Robert,Brown,91,292,5,20
35,Male,Susan,Garcia,66,134,9,28
28,Female,Michael,Johnson,80,132,7,27
28,Female,Michael,Johnson,80,132,11,20
27,Female,Linda,Garcia,77,206,5,21
71,Female,Daniel,Brown,89,226,9,25
32,Female,Nancy,Garcia,60,152,9,27
32,Female,Nancy,Garcia,60,152,5,28
36,Female,William,Smith,90,121,5,24
96,Female,Karen,Smith,94,196,10,25
20,Male,Elizabeth,Rodriguez,86,183,5,22
70,Female,Jessica,Jones,65,193,7,22
18,Male,Joseph,Williams,72,258,12,21
18,Female,Jennifer,Williams,77,116,7,27
71,Female,Daniel,Brown,89,226,6,20
35,Male,Susan,Garcia,66,134,12,26
63,Male,David,Miller,79,203,9,22
20,Male,Elizabeth,Rodriguez,86,183,11,21
63,Female,Mary,Williams,76,119,9,22
35,Male,Susan,Garcia,66,134,9,22
32,Female,Nancy,Garcia,60,152,6,24
80,Female,Charles,Rodriguez,73,221,11,22
25,Female,John,Brown,87,152,14,23
18,Female,Jennifer,Williams,77,116,12,27
22,Female,James,Garcia,91,233,5,22
52,Male,Thomas,Miller,88,193,10,22
27,Female,Linda,Garcia,77,206,14,25
32,Female,Nancy,Garcia,60,152,13,20
32,Female,Nancy,Garcia,60,152,11,27
28,Female,Michael,Johnson,80,132,8,25
18,Female,Jennifer,Williams,77,116,11,22
25,Female,John,Brown,87,152,9,27
63,Female,Mary,Williams,76,119,12,26
96,Female,Karen,Smith,94,196,11,24
18,Female,Jennifer,Williams,77,116,7,21
70,Female,Jessica,Jones,65,193,5,24
20,Male,Elizabeth,Rodriguez,86,183,12,26
63,Female,Mary,Williams,76,119,13,20
22,Female,James,Garcia,91,233,11,24
18,Male,Sarah,Johnson,92,289,5,21
25,Female,John,Brown,87,152,14,20
70,Female,Jessica,Jones,65,193,13,25
80,Female,Charles,Rodriguez,73,221,9,22
22,Female,James,Garcia,91,233,11,28
80,Female,Charles,Rodriguez,73,221,7,23
52,Male,Thomas,Miller,88,193,14,27
70,Female,Jessica,Jones,65,193,6,28
71,Female,Daniel,Brown,89,226,5,20
52,Male,Thomas,Miller,88,193,13,22
18,Female,Jennifer,Williams,77,116,14,22
96,Female,Karen,Smith,94,196,8,21
22,Female,James,Garcia,91,233,6,26
22,Female,James,Garcia,91,233,11,20
20,Male,Elizabeth,Rodriguez,86,183,9,22
71,Female,Daniel,Brown,89,226,6,21
70,Female,Jessica,Jones,65,193,7,23
28,Female,Michael,Johnson,80,132,5,24
71,Female,Daniel,Brown,89,226,5,28
36,Female,William,Smith,90,121,9,23
96,Female,Karen,Smith,94,196,6,25
82,Female,Patricia,Johnson,95,132,14,23
80,Female,Charles,Rodriguez,73,221,8,26
70,Female,Jessica,Jones,65,193,10,28
63,Male,David,Miller,79,203,5,22
63,Female,Mary,Williams,76,119,8,26
70,Female,Jessica,Jones,65,193,5,27
35,Male,Susan,Garcia,66,134,13,24
20,Male,Elizabeth,Rodriguez,86,183,14,26
22,Female,James,Garcia,91,233,14,22
71,Female,Daniel,Brown,89,226,14,25
18,Female,Jennifer,Williams,77,116,7,27
18,Male,Sarah,Johnson,92,289,10,28
28,Female,Michael,Johnson,80,132,6,22
25,Female,John,Brown,87,152,7,27
18,Male,Joseph,Williams,72,258,12,20
71,Female,Daniel,Brown,89,226,14,28
18,Male,Joseph,Williams,72,258,6,27
82,Female,Patricia,Johnson,95,132,10,27
18,Male,Sarah,Johnson,92,289,11,20
22,Female,James,Garcia,91,233,13,24
18,Male,Joseph,Williams,72,258,9,23
27,Female,Linda,Garcia,77,206,12,24
82,Female,Patricia,Johnson,95,132,12,27
63,Male,David,Miller,79,203,13,26
35,Male,Susan,Garcia,66,134,12,20
36,Female,William,Smith,90,121,9,24
18,Male,Joseph,Williams,72,258,8,26
66,Male,Robert,Brown,91,292,13,21
80,Female,Charles,Rodriguez,73,221,11,28
70,Female,Jessica,Jones,65,193,5,27
82,Female,Patricia,Johnson,95,132,10,25
20,Male,Elizabeth,Rodriguez,86,183,14,28
80,Female,Charles,Rodriguez,73,221,6,28
63,Female,Mary,Williams,76,119,5,22
27,Female,Linda,Garcia,77,206,11,23
18,Male,Joseph,Williams,72,258,8,26
25,Female,John,Brown,87,152,7,24
18,Female,Jennifer,Williams,77,116,9,23
35,Male,Susan,Garcia,66,134,10,28
96,Female,Karen,Smith,94,196,13,27
52,Male,Thomas,Miller,88,193,11,27
22,Female,James,Garcia,91,233,13,28
71,Female,Daniel,Brown,89,226,11,22
82,Female,Patricia,Johnson,95,132,10,25
82,Female,Patricia,Johnson,95,132,6,25
52,Male,Thomas,Miller,88,193,10,24
63,Female,Mary,Williams,76,119,9,25
82,Female,Patricia,Johnson,95,132,12,24
82,Female,Patricia,Johnson,95,132,14,23
28,Female,Michael,Johnson,80,132,5,27
28,Female,Michael,Johnson,80,132,11,23
82,Female,Patricia,Johnson,95,132,14,20
32,Female,Nancy,Garcia,60,152,5,20
70,Female,Jessica,Jones,65,193,6,26
36,Female,William,Smith,90,121,12,23
27,Female,Linda,Garcia,77,206,13,27
80,Female,Charles,Rodriguez,73,221,9,23
71,Female,Daniel,Brown,89,226,9,26
25,Female,John,Brown,87,152,8,28
71,Female,Daniel,Brown,89,226,8,22
80,Female,Charles,Rodriguez,73,221,11,23
66,Male,Robert,Brown,91,292,6,23
27,Female,Linda,Garcia,77,206,13,25
28,Female,Michael,Johnson,80,132,6,23
96,Female,Karen,Smith,94,196,12,28
82,Female,Patricia,Johnson,95,132,13,21
96,Female,Karen,Smith,94,196,12,27
18,Male,Joseph,Williams,72,258,5,25
52,Male,Thomas,Miller,88,193,11,25
96,Female,Karen,Smith,94,196,5,20
63,Female,Mary,Williams,76,119,10,22
66,Male,Robert,Brown,91,292,12,25
63,Male,David,Miller,79,203,11,24
25,Female,John,Brown,87,152,11,21
35,Male,Susan,Garcia,66,134,8,22
66,Male,Robert,Brown,91,292,7,26
70,Female,Jessica,Jones,65,193,6,27
71,Female,Daniel,Brown,89,226,12,27
20,Male,Elizabeth,Rodriguez,86,183,12,20
18,Male,Joseph,Williams,72,258,8,21
63,Male,David,Miller,79,203,5,26
20,Male,Elizabeth,Rodriguez,86,183,7,23
18,Male,Sarah,Johnson,92,289,12,20
96,Female,Karen,Smith,94,196,6,20
35,Male,Susan,Garcia,66,134,7,22
25,Female,John,Brown,87,152,5,21
52,Male,Thomas,Miller,88,193,10,28
63,Male,David,Miller,79,203,6,25
35,Male,Susan,Garcia,66,134,9,27
82,Female,Patricia,Johnson,95,132,9,23
